Formula,Hardness_HV,Co,Fe,Ni,Si,Al,Cr,Mo,Ti,Cu,Mn,Nb,V,Zr,B,Nd,Sn,Hf,Ta,W,Zn,Re,C,Pd,Sc,Y
Al0.22222222Cr0.22222222Cu0.11111111Fe0.22222222Ni0.22222222,534.0,0.0,0.22222222,0.22222222,0.0,0.22222222,0.22222222,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.30769231Co0.15384615Cr0.15384615Cu0.07692308Fe0.15384615Ni0.15384615,609.0,0.15384615,0.15384615,0.15384615,0.0,0.30769231,0.15384615,0.0,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.1Cr0.2Cu0.1Fe0.2Ni0.2,551.0,0.1,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11111111Cr0.22222222Cu0.22222222Fe0.22222222Ni0.22222222,382.0,0.0,0.22222222,0.22222222,0.0,0.11111111,0.22222222,0.0,0.0,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.27272727Cr0.18181818Cu0.18181818Fe0.18181818Ni0.18181818,573.0,0.0,0.18181818,0.18181818,0.0,0.27272727,0.18181818,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.33266733Cr0.16683317Cu0.16683317Fe0.16683317Ni0.16683317,651.0,0.0,0.16683317,0.16683317,0.0,0.33266733,0.16683317,0.0,0.0,0.16683317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.07692308Co0.30769231Fe0.30769231Ni0.30769231,135.0,0.30769231,0.30769231,0.30769231,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.14285714Co0.28571429Fe0.28571429Ni0.28571429,205.0,0.28571429,0.28571429,0.28571429,0.0,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.1998002Co0.26673327Fe0.26673327Ni0.26673327,380.0,0.26673327,0.26673327,0.26673327,0.0,0.1998002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.08Co0.17Cr0.17Cu0.08Fe0.17Ni0.33,280.0,0.17,0.17,0.33,0.0,0.08,0.17,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.23Co0.15Cr0.23Cu0.08Fe0.15Ni0.16,580.0,0.15,0.15,0.16,0.0,0.23,0.23,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.16683317Cr0.55544456Ni0.27772228,371.0,0.0,0.0,0.27772228,0.0,0.16683317,0.55544456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.118Cr0.294Fe0.441Ni0.147,450.0,0.0,0.441,0.147,0.0,0.118,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06293706Cr0.31268731Fe0.46853147Ni0.15584416,304.0,0.0,0.46853147,0.15584416,0.0,0.06293706,0.31268731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.38461538Co0.15384615Cr0.15384615Fe0.15384615Ni0.15384615,695.0,0.15384615,0.15384615,0.15384615,0.0,0.38461538,0.15384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.42857143Co0.14285714Cr0.14285714Fe0.14285714Ni0.14285714,740.0,0.14285714,0.14285714,0.14285714,0.0,0.42857143,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.09090909Co0.18181818Cr0.18181818Cu0.18181818Fe0.18181818Ni0.18181818,207.0,0.18181818,0.18181818,0.18181818,0.0,0.09090909,0.18181818,0.0,0.0,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.28571429Co0.14285714Cr0.14285714Cu0.14285714Fe0.14285714Ni0.14285714,576.0,0.14285714,0.14285714,0.14285714,0.0,0.28571429,0.14285714,0.0,0.0,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.2Cr0.2Cu0.2Ni0.2,415.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.24975025Co0.16683317Cr0.16683317Cu0.08291708Fe0.16683317Ni0.16683317,602.0,0.16683317,0.16683317,0.16683317,0.0,0.24975025,0.16683317,0.0,0.0,0.08291708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.2Cr0.2Cu0.2Fe0.2Ni0.2,155.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co0.25Cr0.25Fe0.25Ni0.25,139.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.25Co0.25Fe0.25Ni0.25,430.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.2Co0.2Cr0.2Fe0.2Ni0.2,516.0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.43Co0.06Cr0.33Cu0.06Fe0.06Ni0.06,764.0,0.06,0.06,0.06,0.0,0.43,0.33,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.42942943Co0.14314314Cr0.07107107Cu0.07107107Fe0.07107107Ni0.21421421,591.0,0.14314314,0.07107107,0.21421421,0.0,0.42942943,0.07107107,0.0,0.0,0.07107107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.42942943Co0.21421421Cr0.07107107Cu0.07107107Fe0.07107107Ni0.14314314,701.0,0.21421421,0.07107107,0.14314314,0.0,0.42942943,0.07107107,0.0,0.0,0.07107107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.4Co0.133Cr0.067Cu0.133Fe0.2Ni0.067,768.0,0.133,0.2,0.067,0.0,0.4,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.46153846Co0.15384615Cr0.07692308Cu0.07692308Fe0.15384615Ni0.07692308,702.0,0.15384615,0.15384615,0.07692308,0.0,0.46153846,0.07692308,0.0,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.429Co0.143Cr0.143Cu0.071Fe0.071Ni0.143,720.0,0.143,0.071,0.143,0.0,0.429,0.143,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.429Co0.071Cr0.143Cu0.071Fe0.143Ni0.143,694.0,0.071,0.143,0.143,0.0,0.429,0.143,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.06993007Cr0.23276723Fe0.23276723Ni0.46453546,149.0,0.0,0.23276723,0.46453546,0.0,0.06993007,0.23276723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11111111Cr0.22222222Fe0.22222222Ni0.44444444,229.0,0.0,0.22222222,0.44444444,0.0,0.11111111,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.13Cr0.28Cu0.22Fe0.06Ni0.31,459.0,0.0,0.06,0.31,0.0,0.13,0.28,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.12Cr0.31Cu0.2Fe0.05Ni0.32,483.0,0.0,0.05,0.32,0.0,0.12,0.31,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.1Cr0.35Cu0.24Fe0.05Ni0.26,441.0,0.0,0.05,0.26,0.0,0.1,0.35,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11Cr0.29Cu0.29Fe0.05Ni0.26,495.0,0.0,0.05,0.26,0.0,0.11,0.29,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11Cr0.28Cu0.29Fe0.07Ni0.25,477.0,0.0,0.07,0.25,0.0,0.11,0.28,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.11Cr0.28Cu0.27Fe0.06Ni0.28,469.0,0.0,0.06,0.28,0.0,0.11,0.28,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
